filename,property_result,frame_sizes,total_time,k,solver,max_memory(MB),execution_time(s),cpu_time(s),exit_code,timed_out,variant
FMCAD08/Int/misc/durationThm_2_e3_329_e4_1.lus,Safe,2,0.043,2,33,46.27,0.54,0.07,0,false,desc_l2l1
FMCAD08/Int/misc/_6countern.lus,Unsafe,,0.006,0,1,19.11,0.42,0.03,40,false,desc_l2l1
FMCAD08/Int/misc/durationThm_3_e7_334_e7_118.lus,Unsafe,,0.034,0,1,44.06,0.53,0.07,40,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_3_e8_1703.lus,Safe,2,0.065,2,37,46.57,0.53,0.10,0,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_4.lus,Safe,2,0.064,2,39,44.04,0.52,0.10,0,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_3_e7_1312_e7_1495.lus,Unsafe,,0.019,0,2,46.67,0.52,0.06,40,false,desc_l2l1
FMCAD08/Int/misc/durationThm_1_e7_217_e1_89.lus,Unsafe,,0.012,0,2,20.04,0.42,0.04,40,false,desc_l2l1
FMCAD08/Int/misc/durationThm_3_e7_334_e1_431.lus,Unsafe,0,0.025,1,9,45.90,0.53,0.05,40,false,desc_l2l1
FMCAD08/Int/misc/ex8.lus,Unsafe,0,0.027,2,13,44.99,0.52,0.05,40,false,desc_l2l1
FMCAD08/Int/misc/_6counters_e8_371_e2_80.lus,Safe,0,0.021,2,12,32.40,0.42,0.04,0,false,desc_l2l1
FMCAD08/Int/misc/two_counters.lus,Safe,15 13 11 7,0.587,5,955,49.40,1.05,0.59,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_3_e3_207.lus,Safe,1,0.036,2,28,46.15,0.52,0.06,0,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_3.lus,Safe,1,0.046,2,24,47.03,0.52,0.08,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_2_e3_329_e5_124.lus,Safe,2,0.044,2,33,46.64,0.55,0.06,0,false,desc_l2l1
FMCAD08/Int/misc/_6counters_e8_371_e3_224.lus,Timeout,,,,,,,,,true,desc_l2l1
FMCAD08/Int/misc/ex8_e7_74_e8_302.lus,Unsafe,0,0.040,2,13,45.59,0.42,0.06,40,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_all_e3_557_e7_3464.lus,Safe,6,0.133,2,92,47.63,0.62,0.17,0,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_5_e7_3307.lus,Safe,2,0.071,2,39,44.07,0.52,0.11,0,false,desc_l2l1
FMCAD08/Int/misc/two_counters_e7_222.lus,Unsafe,,0.011,0,2,19.53,0.42,0.04,40,false,desc_l2l1
FMCAD08/Int/misc/traffic_e7_46.lus,Unsafe,,0.009,0,1,32.28,0.43,0.04,40,false,desc_l2l1
FMCAD08/Int/misc/twisted_counters.lus,Safe,21 19 15 12 10,1.805,6,2524,53.70,2.28,1.78,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_1_e3_389_e5_5.lus,Safe,1,0.035,2,23,46.11,0.52,0.05,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_2_e2_63.lus,Safe,3,0.053,2,45,46.65,0.53,0.07,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_2_e3_99.lus,Safe,2,0.043,2,33,46.03,0.53,0.07,0,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_all_e2_1117_e7_553.lus,Safe,6,0.152,2,105,47.29,0.63,0.19,0,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_7.lus,Safe,6,0.162,2,105,47.65,0.64,0.21,0,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_4_e7_1775_e7_3320.lus,Safe,2,0.066,2,39,44.38,0.52,0.10,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_1_e3_389_e4_294.lus,Safe,1,0.034,2,23,33.96,0.52,0.05,0,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_all.lus,Safe,6,0.137,2,105,47.72,0.63,0.17,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_1_e7_217_e2_352.lus,Safe,3,0.055,2,50,45.91,0.52,0.07,0,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_7_e8_2126_e7_78.lus,Safe,6,0.152,2,105,47.24,0.63,0.19,0,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_all_e1_2706_e7_1776.lus,Safe,6,0.145,2,97,47.67,0.62,0.18,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_3_e2_63.lus,Safe,1,0.036,2,28,46.62,0.52,0.06,0,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_5.lus,Safe,2,0.063,2,39,47.36,0.62,0.10,0,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_6_e7_1096_e7_2688.lus,Safe,2,0.066,2,39,42.25,0.54,0.10,0,false,desc_l2l1
FMCAD08/Int/misc/ex8_e8_220.lus,Unsafe,0,0.027,2,13,33.45,0.42,0.04,40,false,desc_l2l1
FMCAD08/Int/misc/ex3.lus,Safe,3 2,0.093,3,112,46.16,0.52,0.10,0,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_6.lus,Safe,2,0.065,2,39,46.17,0.52,0.10,0,false,desc_l2l1
